Breed,Breed_Size,Sex,Age,Weight_lbs,SpayNeuter_Status,Daily_Activity_Level,Diet,Food_Brand,Daily_Walk_Distance_miles,Other_Pets_in_Household,Medications,Seizures,Hours_of_Sleep,Play_Time_hrs,Owner_Activity_Level,Annual_Vet_Visits,Average_Temperature_F,Synthetic,Healthy
Boxer,Medium,Female,6.0,36.0,Neutered,Very_Active,Hard_food,Wellness,1.0,Yes,No,No,13.0,1.0,Low,4.0,91.0,Yes,Yes
Great_Dane,Large,Male,2.0,78.0,,Moderate,Home_cooked,Special,2.0,Yes,Yes,No,12.0,2.0,Moderate,1.0,59.0,Yes,Yes
Boxer,Medium,Female,8.0,48.0,Spayed,Low,Home_cooked,Special,3.0,No,Yes,No,13.0,1.0,,1.0,88.0,Yes,Yes
Rottweiler,Large,Female,10.0,50.0,,Low,Hard_food,Wellness,0.0,Yes,Yes,No,12.0,2.0,,0.0,,Yes,No
Beagle,Small,Female,6.0,28.0,Neutered,Active,Home_cooked,Special,3.0,No,Yes,No,8.0,3.0,Moderate,1.0,52.0,Yes,Yes
Dachshund,Small,Male,4.0,30.0,Spayed,Very_Active,Home_cooked,Special,3.0,Yes,Yes,No,9.0,3.0,Very_Active,2.0,75.0,Yes,Yes
,Small,Male,7.0,42.0,,Moderate,Wet_food,Hills_Science,4.0,No,No,No,9.0,1.0,Active,1.0,65.0,Yes,Yes
Dachshund,Small,Female,3.0,,,Very_Active,Home_cooked,Special,3.0,Yes,Yes,No,12.0,0.0,Very_Active,0.0,57.0,Yes,Yes
German_Shepherd,Large,Male,10.0,36.0,Spayed,Low,Wet_food,Hills_Science,1.0,Yes,No,No,10.0,0.0,Moderate,3.0,80.0,,Yes
Dachshund,Small,Male,10.0,21.0,Neutered,,Hard_food,Royal_Canin,4.0,No,Yes,No,11.0,2.0,,0.0,75.0,Yes,
Labrador_Retriever,Large,Male,6.0,62.0,Neutered,Very_Active,,Hills_Science,2.0,Yes,Yes,No,10.0,2.0,Low,1.0,70.0,Yes,Yes
Boxer,Medium,Male,1.0,50.0,Spayed,Low,Wet_food,Wellness,2.0,,No,No,12.0,1.0,Low,3.0,54.0,Yes,Yes
Australian_Shepherd,Medium,Female,6.0,57.0,,Moderate,Home_cooked,Special,4.0,No,No,No,11.0,3.0,Active,4.0,77.0,Yes,Yes
Beagle,Small,Male,11.0,41.0,,Moderate,Wet_food,Pedigree,,No,No,Yes,12.0,1.0,Very_Active,,,Yes,No
German_Shepherd,Large,Female,2.0,45.0,,Active,Wet_food,Nutro,0.0,No,No,No,11.0,1.0,Active,0.0,52.0,Yes,Yes
Yorkshire_Terrier,Small,,11.0,32.0,,Moderate,Special_diet,,2.0,Yes,No,No,12.0,1.0,Low,1.0,37.0,Yes,Yes
Poodle,Small,Female,5.0,28.0,Neutered,Active,Special_diet,Blue_Buffalo,4.0,No,No,No,11.0,1.0,Active,0.0,70.0,Yes,Yes
Boxer,Medium,Female,12.0,66.0,Neutered,Very_Active,Home_cooked,Special,4.0,Yes,Yes,No,10.0,3.0,Moderate,1.0,69.0,Yes,Yes
,Small,Male,11.0,42.0,Spayed,Active,Hard_food,Royal_Canin,3.0,No,Yes,No,,2.0,Moderate,3.0,91.0,Yes,Yes
Beagle,Small,Female,4.0,75.0,,Moderate,Home_cooked,Special,2.0,No,No,No,10.0,0.0,Very_Active,0.0,73.0,Yes,Yes
German_Shepherd,Large,Male,12.0,42.0,Spayed,Very_Active,Home_cooked,,2.0,No,No,No,14.0,2.0,Low,1.0,71.0,Yes,Yes
Bulldog,Medium,Male,6.0,78.0,,Active,Special_diet,Hills_Science,,Yes,No,No,13.0,3.0,Very_Active,2.0,38.0,Yes,Yes
German_Shepherd,Large,Male,13.0,59.0,Spayed,Active,Hard_food,Iams,2.0,Yes,Yes,,12.0,0.0,Moderate,1.0,70.0,Yes,Yes
Rottweiler,Large,Male,4.0,58.0,Neutered,,Wet_food,Pedigree,4.0,No,No,,10.0,1.0,Low,0.0,78.0,Yes,Yes
Golden_Retriever,Large,Female,10.0,21.0,Spayed,Low,Wet_food,Pedigree,1.0,Yes,Yes,No,12.0,0.0,Active,1.0,56.0,Yes,No
Labrador_Retriever,Large,Male,1.0,42.0,Neutered,Low,Home_cooked,Special,2.0,No,Yes,No,12.0,2.0,Active,0.0,68.0,Yes,No
Labrador_Retriever,Large,,11.0,38.0,,,Special_diet,Wellness,1.0,Yes,Yes,No,12.0,1.0,Low,3.0,78.0,Yes,No
Rottweiler,Large,Male,3.0,43.0,,,Special_diet,Nutro,5.0,No,Yes,No,12.0,0.0,Very_Active,0.0,69.0,Yes,No
Rottweiler,Large,Male,,45.0,Neutered,Active,Home_cooked,Special,4.0,No,No,No,10.0,3.0,Very_Active,2.0,55.0,Yes,Yes
Rottweiler,Large,Female,13.0,55.0,,Very_Active,Home_cooked,Special,4.0,Yes,No,No,13.0,1.0,Active,2.0,77.0,Yes,Yes
Doberman,Large,Female,8.0,55.0,Spayed,Moderate,Special_diet,Blue_Buffalo,2.0,Yes,No,No,12.0,1.0,Active,2.0,48.0,Yes,Yes
Golden_Retriever,Large,Female,3.0,53.0,Neutered,Moderate,Home_cooked,Special,2.0,No,,No,13.0,1.0,Low,0.0,63.0,Yes,Yes
Poodle,Small,Female,2.0,53.0,Spayed,,Special_diet,Nutro,3.0,Yes,Yes,No,10.0,1.0,Very_Active,4.0,96.0,Yes,Yes
Boxer,Medium,Female,1.0,43.0,,Moderate,Special_diet,Wellness,4.0,No,No,No,13.0,2.0,Low,2.0,94.0,Yes,Yes
Siberian_Husky,Medium,Female,5.0,29.0,Spayed,Moderate,Wet_food,Royal_Canin,4.0,No,No,No,12.0,2.0,Moderate,0.0,72.0,Yes,Yes
Bulldog,Medium,Male,11.0,45.0,Spayed,,Special_diet,Iams,,Yes,No,,10.0,2.0,Very_Active,0.0,92.0,Yes,Yes
Doberman,Large,Male,3.0,59.0,Spayed,Moderate,Special_diet,,3.0,Yes,Yes,No,11.0,0.0,Active,1.0,,Yes,Yes
Labrador_Retriever,Large,Female,8.0,59.0,Spayed,Active,Wet_food,Nutro,3.0,No,No,No,13.0,1.0,Moderate,2.0,98.0,Yes,Yes
Siberian_Husky,Medium,Female,11.0,59.0,Spayed,Moderate,Wet_food,Pedigree,3.0,Yes,,No,12.0,0.0,Active,4.0,69.0,Yes,Yes
Great_Dane,Large,Male,,45.0,Neutered,Very_Active,Home_cooked,Special,2.0,Yes,Yes,No,13.0,3.0,,4.0,84.0,Yes,Yes
Poodle,Small,Female,1.0,16.0,,Moderate,Special_diet,Nutro,4.0,Yes,No,Yes,10.0,1.0,Very_Active,2.0,59.0,Yes,No
Rottweiler,Large,Female,13.0,41.0,Spayed,Low,Wet_food,Purina,2.0,Yes,Yes,No,12.0,2.0,Very_Active,1.0,93.0,Yes,
Yorkshire_Terrier,Small,Male,9.0,29.0,Neutered,Very_Active,Hard_food,Hills_Science,3.0,No,Yes,No,13.0,2.0,Moderate,1.0,63.0,Yes,Yes
Yorkshire_Terrier,Small,Female,8.0,,Spayed,Active,Special_diet,Nutro,3.0,Yes,Yes,No,14.0,0.0,,2.0,60.0,Yes,Yes
Siberian_Husky,Medium,Male,7.0,37.0,Spayed,Active,Home_cooked,Special,2.0,Yes,No,No,10.0,0.0,Moderate,2.0,53.0,Yes,Yes
Siberian_Husky,Medium,Male,12.0,65.0,,Active,Home_cooked,Special,3.0,No,Yes,,10.0,1.0,Moderate,2.0,77.0,Yes,Yes
Boxer,Medium,Female,9.0,33.0,Neutered,Active,Home_cooked,Special,0.0,Yes,No,Yes,12.0,2.0,Moderate,0.0,53.0,Yes,Yes
Golden_Retriever,Large,Female,9.0,45.0,,Very_Active,Home_cooked,,3.0,Yes,Yes,No,9.0,1.0,Active,1.0,59.0,Yes,Yes
German_Shepherd,Large,Female,5.0,59.0,,Very_Active,Special_diet,Wellness,3.0,Yes,Yes,No,12.0,3.0,Low,1.0,76.0,Yes,Yes
Australian_Shepherd,Medium,Female,3.0,49.0,Spayed,,Home_cooked,Special,2.0,Yes,Yes,No,11.0,2.0,Active,2.0,68.0,Yes,Yes
Poodle,Small,Female,9.0,44.0,,Very_Active,Wet_food,Hills_Science,4.0,No,No,No,12.0,2.0,Moderate,3.0,,Yes,Yes
Great_Dane,Large,Female,12.0,60.0,Spayed,Very_Active,Wet_food,Purina,2.0,Yes,,No,10.0,1.0,Low,1.0,31.0,Yes,Yes
Bulldog,Medium,Female,2.0,68.0,Neutered,Active,Hard_food,Nutro,4.0,No,Yes,No,9.0,2.0,Very_Active,0.0,92.0,Yes,Yes
Bulldog,Medium,Male,4.0,68.0,Spayed,Very_Active,Special_diet,Wellness,3.0,Yes,No,No,12.0,4.0,Active,1.0,75.0,Yes,Yes
Bulldog,Medium,Male,3.0,64.0,,Active,Home_cooked,Special,1.0,,No,No,12.0,2.0,Very_Active,1.0,69.0,Yes,Yes
German_Shepherd,Large,Male,8.0,54.0,Neutered,Very_Active,Wet_food,Blue_Buffalo,2.0,Yes,No,No,14.0,1.0,Low,4.0,62.0,Yes,Yes
Golden_Retriever,Large,Female,8.0,55.0,Neutered,Moderate,Hard_food,Blue_Buffalo,2.0,Yes,Yes,No,11.0,2.0,Low,4.0,92.0,Yes,Yes
Bulldog,Medium,Male,2.0,24.0,Spayed,,Hard_food,Blue_Buffalo,2.0,Yes,No,No,9.0,1.0,Low,4.0,68.0,Yes,Yes
Bulldog,,Male,12.0,47.0,Neutered,Moderate,Hard_food,Wellness,0.0,Yes,Yes,No,11.0,1.0,Low,1.0,66.0,Yes,No
Australian_Shepherd,Medium,Male,12.0,29.0,Neutered,Low,Hard_food,Purina,3.0,Yes,No,No,12.0,2.0,Low,3.0,76.0,Yes,Yes
Golden_Retriever,Large,Female,3.0,70.0,Neutered,Very_Active,Hard_food,Wellness,5.0,No,,No,,2.0,,3.0,55.0,Yes,
Beagle,Small,Male,6.0,77.0,Spayed,Low,Wet_food,Blue_Buffalo,4.0,Yes,No,No,12.0,1.0,Moderate,0.0,53.0,Yes,Yes
Yorkshire_Terrier,Small,Female,13.0,45.0,,Moderate,Wet_food,Nutro,1.0,No,Yes,No,11.0,2.0,Low,3.0,46.0,Yes,No
Siberian_Husky,Medium,Male,8.0,59.0,Neutered,Low,Special_diet,Royal_Canin,0.0,Yes,No,No,,2.0,Moderate,3.0,67.0,Yes,Yes
,Small,Male,8.0,38.0,Neutered,Active,Hard_food,Blue_Buffalo,3.0,Yes,No,No,11.0,2.0,Moderate,2.0,84.0,Yes,Yes
Boxer,Medium,Male,3.0,70.0,,Active,Special_diet,Nutro,1.0,No,No,No,9.0,1.0,Very_Active,2.0,,Yes,Yes
Labrador_Retriever,Large,Female,3.0,42.0,Spayed,Low,Home_cooked,Special,0.0,No,No,Yes,11.0,3.0,Very_Active,3.0,68.0,Yes,Yes
Rottweiler,Large,Female,1.0,64.0,Spayed,Moderate,Home_cooked,Special,2.0,Yes,No,No,10.0,2.0,Very_Active,1.0,55.0,Yes,Yes
Australian_Shepherd,Medium,Female,2.0,49.0,Spayed,Active,Hard_food,Nutro,1.0,No,Yes,No,9.0,1.0,Active,0.0,69.0,Yes,Yes
Siberian_Husky,Medium,,1.0,,,Low,Wet_food,Iams,2.0,No,No,No,10.0,1.0,Active,0.0,82.0,Yes,No
Doberman,Large,Male,13.0,64.0,Spayed,Moderate,Hard_food,Hills_Science,3.0,No,No,No,10.0,0.0,Moderate,2.0,79.0,Yes,Yes
German_Shepherd,Large,Male,10.0,81.0,Neutered,Low,Hard_food,Nutro,3.0,Yes,Yes,No,8.0,1.0,Moderate,0.0,90.0,Yes,No
Siberian_Husky,Medium,Female,7.0,55.0,Spayed,,Hard_food,Royal_Canin,,Yes,No,No,12.0,1.0,Moderate,0.0,32.0,Yes,Yes
Yorkshire_Terrier,Small,,10.0,17.0,Neutered,Low,Wet_food,Iams,2.0,No,No,No,12.0,3.0,Low,4.0,59.0,Yes,No
Great_Dane,Large,Female,4.0,67.0,Neutered,Moderate,Hard_food,Blue_Buffalo,4.0,Yes,No,No,12.0,2.0,Very_Active,2.0,75.0,Yes,Yes
Australian_Shepherd,Medium,Female,13.0,60.0,Neutered,Active,Wet_food,Blue_Buffalo,2.0,Yes,No,No,12.0,2.0,Very_Active,,45.0,Yes,Yes
Doberman,Large,Male,13.0,31.0,,Moderate,Home_cooked,Special,2.0,No,Yes,No,12.0,2.0,Very_Active,4.0,44.0,Yes,No
Bulldog,Medium,Female,2.0,44.0,,Very_Active,Home_cooked,Special,0.0,No,No,Yes,14.0,2.0,Moderate,0.0,86.0,Yes,Yes
Labrador_Retriever,Large,Male,12.0,35.0,Neutered,Moderate,Hard_food,Iams,2.0,Yes,No,No,11.0,2.0,,4.0,74.0,Yes,Yes
Bulldog,Medium,Female,6.0,74.0,,Very_Active,Hard_food,Nutro,3.0,No,Yes,No,8.0,2.0,Very_Active,1.0,44.0,Yes,Yes
Australian_Shepherd,,Male,8.0,66.0,Neutered,,Wet_food,Nutro,2.0,Yes,No,No,12.0,2.0,,1.0,63.0,Yes,Yes
Doberman,Large,Female,5.0,58.0,Spayed,Low,Hard_food,Wellness,2.0,Yes,Yes,No,10.0,1.0,Very_Active,0.0,63.0,Yes,
Bulldog,Medium,Male,5.0,52.0,Neutered,Very_Active,Home_cooked,Special,0.0,No,No,No,12.0,3.0,Moderate,1.0,61.0,Yes,Yes
Bulldog,Medium,Male,8.0,63.0,Spayed,Active,Wet_food,Wellness,2.0,Yes,Yes,No,11.0,1.0,,0.0,73.0,Yes,
Boxer,Medium,Female,,33.0,Spayed,Moderate,Special_diet,Blue_Buffalo,5.0,No,No,No,12.0,1.0,Very_Active,1.0,51.0,Yes,Yes
Australian_Shepherd,Medium,Male,7.0,47.0,Spayed,Low,Special_diet,Purina,6.0,Yes,Yes,No,,3.0,Active,1.0,67.0,Yes,Yes
Great_Dane,Large,Female,,26.0,Spayed,Very_Active,Home_cooked,Special,3.0,Yes,No,No,12.0,2.0,Very_Active,1.0,66.0,Yes,Yes
Labrador_Retriever,Large,Male,,31.0,Spayed,Low,Hard_food,Wellness,0.0,No,Yes,No,11.0,2.0,Very_Active,1.0,68.0,Yes,Yes
Bulldog,Medium,Male,7.0,16.0,,,Wet_food,Pedigree,4.0,No,No,No,,2.0,,,72.0,Yes,No
German_Shepherd,Large,Female,4.0,81.0,Spayed,Very_Active,Wet_food,Iams,1.0,No,Yes,Yes,8.0,2.0,Low,1.0,72.0,Yes,No
Boxer,Medium,Male,1.0,58.0,,Moderate,Special_diet,Royal_Canin,5.0,No,Yes,No,9.0,1.0,Low,0.0,83.0,Yes,No
German_Shepherd,Large,Female,4.0,49.0,Neutered,Active,Hard_food,Iams,5.0,No,No,No,14.0,0.0,,0.0,96.0,Yes,Yes
Boxer,Medium,Female,2.0,43.0,Spayed,Active,Hard_food,Nutro,5.0,No,Yes,No,11.0,0.0,Active,2.0,57.0,Yes,Yes
German_Shepherd,Large,Male,8.0,38.0,Neutered,,Hard_food,Purina,4.0,Yes,No,No,14.0,0.0,,2.0,,Yes,Yes
Australian_Shepherd,Medium,Female,3.0,28.0,,Moderate,Wet_food,Nutro,3.0,Yes,No,No,10.0,3.0,Very_Active,0.0,39.0,Yes,Yes
Australian_Shepherd,Medium,Male,12.0,36.0,,Moderate,Special_diet,Pedigree,0.0,Yes,Yes,No,11.0,2.0,,0.0,82.0,Yes,No
Bulldog,Medium,Male,12.0,38.0,,Low,Special_diet,Pedigree,2.0,Yes,Yes,Yes,9.0,3.0,Low,1.0,72.0,Yes,No
Boxer,Medium,Male,11.0,64.0,Neutered,Low,Special_diet,Blue_Buffalo,4.0,No,Yes,No,11.0,1.0,Active,0.0,76.0,Yes,No
Golden_Retriever,Large,Male,6.0,33.0,Neutered,Very_Active,Wet_food,Nutro,2.0,Yes,Yes,No,12.0,2.0,Very_Active,3.0,67.0,Yes,Yes
Bulldog,Medium,Male,5.0,57.0,Spayed,,Home_cooked,Special,4.0,No,Yes,No,10.0,0.0,Very_Active,3.0,43.0,Yes,Yes
Yorkshire_Terrier,Small,Female,1.0,42.0,,Active,Home_cooked,Special,2.0,Yes,No,No,10.0,2.0,,1.0,86.0,Yes,Yes
Rottweiler,Large,Male,1.0,39.0,,,Hard_food,Wellness,3.0,No,No,No,14.0,0.0,Active,4.0,62.0,Yes,No
Chihuahua,Small,Female,4.0,47.0,Neutered,Low,Home_cooked,Special,4.0,No,No,No,9.0,2.0,Moderate,0.0,42.0,Yes,Yes
Rottweiler,Large,Male,,33.0,Neutered,Moderate,Special_diet,Pedigree,2.0,Yes,No,No,12.0,2.0,Very_Active,3.0,76.0,Yes,Yes
Golden_Retriever,Large,Female,11.0,34.0,Spayed,Moderate,Wet_food,Royal_Canin,3.0,No,No,Yes,14.0,2.0,Active,0.0,68.0,Yes,No
Great_Dane,Large,,12.0,55.0,Spayed,Active,Home_cooked,Special,3.0,No,Yes,No,12.0,2.0,Low,2.0,64.0,Yes,Yes
Doberman,Large,Female,1.0,44.0,Spayed,Moderate,Special_diet,Iams,2.0,No,No,Yes,10.0,2.0,Low,3.0,42.0,Yes,Yes
Rottweiler,Large,Male,6.0,51.0,,Active,Home_cooked,Special,3.0,Yes,No,No,9.0,1.0,Very_Active,2.0,63.0,Yes,Yes
Beagle,Small,Female,1.0,69.0,Neutered,Very_Active,Hard_food,Pedigree,1.0,Yes,Yes,No,9.0,3.0,Very_Active,1.0,53.0,Yes,Yes
Beagle,,,6.0,72.0,,,,Nutro,6.0,No,No,No,13.0,0.0,,,69.0,Yes,Yes
Golden_Retriever,Large,Male,2.0,22.0,,Active,,Special,1.0,Yes,Yes,No,9.0,2.0,Low,4.0,59.0,Yes,Yes
Golden_Retriever,Large,Male,11.0,,Spayed,Moderate,Special_diet,Nutro,3.0,No,Yes,No,12.0,2.0,Active,2.0,57.0,Yes,Yes
German_Shepherd,Large,Male,8.0,38.0,Spayed,Moderate,Wet_food,Wellness,5.0,Yes,Yes,No,12.0,2.0,Low,1.0,83.0,Yes,
Australian_Shepherd,Medium,Male,11.0,47.0,Neutered,Low,Home_cooked,Special,2.0,Yes,Yes,No,13.0,2.0,Moderate,1.0,83.0,Yes,Yes
Chihuahua,Small,Male,4.0,12.0,,Moderate,Hard_food,Nutro,0.0,No,Yes,No,10.0,0.0,,0.0,75.0,Yes,No
Bulldog,Medium,,5.0,47.0,Spayed,,Home_cooked,Special,4.0,Yes,Yes,No,11.0,1.0,,1.0,55.0,Yes,Yes
Yorkshire_Terrier,Small,Male,9.0,18.0,,,,Wellness,2.0,Yes,No,No,11.0,3.0,Moderate,1.0,65.0,Yes,No
Siberian_Husky,Medium,Female,5.0,33.0,,Low,Hard_food,,1.0,No,No,No,11.0,,Active,1.0,68.0,Yes,Yes
Australian_Shepherd,Medium,Female,11.0,41.0,Neutered,Moderate,Special_diet,Blue_Buffalo,4.0,No,No,No,14.0,,Moderate,1.0,73.0,Yes,Yes
Rottweiler,Large,Male,12.0,72.0,Spayed,Low,Wet_food,Hills_Science,2.0,Yes,Yes,No,12.0,,,1.0,75.0,Yes,No
Dachshund,Small,Male,1.0,60.0,,Low,Wet_food,Royal_Canin,1.0,No,Yes,No,11.0,3.0,Very_Active,2.0,65.0,Yes,No
German_Shepherd,Large,Female,6.0,50.0,,Very_Active,Hard_food,Royal_Canin,3.0,No,No,No,12.0,1.0,Low,2.0,76.0,,Yes
Chihuahua,Small,Male,1.0,40.0,,Moderate,Special_diet,Wellness,5.0,Yes,Yes,No,11.0,3.0,,3.0,83.0,Yes,No
Beagle,Small,Female,2.0,47.0,,Moderate,Home_cooked,Special,3.0,No,No,No,10.0,1.0,Active,1.0,53.0,Yes,Yes
Siberian_Husky,Medium,Female,2.0,59.0,,Moderate,Wet_food,Royal_Canin,1.0,Yes,Yes,No,10.0,1.0,Very_Active,1.0,61.0,Yes,No
,Small,Female,13.0,39.0,Spayed,Moderate,Special_diet,Royal_Canin,2.0,No,No,No,10.0,1.0,Moderate,0.0,83.0,Yes,Yes
Yorkshire_Terrier,Small,Female,11.0,53.0,,,Wet_food,Nutro,3.0,No,Yes,No,13.0,1.0,Moderate,1.0,54.0,Yes,No
Golden_Retriever,Large,Female,10.0,78.0,,,Home_cooked,,1.0,Yes,Yes,No,12.0,2.0,,2.0,59.0,Yes,No
Beagle,Small,Female,6.0,33.0,Neutered,Very_Active,Special_diet,Nutro,2.0,No,No,No,11.0,,Very_Active,3.0,59.0,Yes,Yes
Dachshund,Small,Male,1.0,47.0,Spayed,Very_Active,Hard_food,,2.0,No,No,No,12.0,2.0,Moderate,3.0,,Yes,Yes
Dachshund,Small,,4.0,39.0,,Very_Active,Hard_food,Pedigree,3.0,,No,,10.0,4.0,Low,0.0,62.0,Yes,Yes
Dachshund,Small,Male,4.0,34.0,,Active,Wet_food,Nutro,2.0,Yes,,No,12.0,1.0,Active,1.0,58.0,Yes,Yes
Great_Dane,Large,Male,8.0,62.0,Spayed,Very_Active,Wet_food,,2.0,Yes,No,No,9.0,0.0,,2.0,72.0,Yes,Yes
Beagle,Small,Female,5.0,66.0,Neutered,Moderate,Home_cooked,Special,3.0,Yes,Yes,No,12.0,3.0,Low,4.0,85.0,Yes,Yes
Beagle,Small,Female,13.0,40.0,,Moderate,Home_cooked,Special,1.0,Yes,No,No,10.0,0.0,Moderate,1.0,58.0,Yes,Yes
Golden_Retriever,Large,Female,1.0,38.0,,Moderate,Hard_food,Pedigree,4.0,Yes,No,No,11.0,1.0,Active,0.0,79.0,Yes,No
Beagle,Small,Female,9.0,72.0,Neutered,Active,Wet_food,Pedigree,2.0,Yes,Yes,No,12.0,1.0,Very_Active,3.0,58.0,Yes,Yes
German_Shepherd,Large,Female,11.0,45.0,,Active,Home_cooked,Special,2.0,Yes,Yes,No,12.0,0.0,,1.0,66.0,Yes,Yes
Siberian_Husky,Medium,Female,6.0,51.0,Spayed,,Home_cooked,Special,5.0,Yes,Yes,No,13.0,1.0,Moderate,2.0,84.0,Yes,Yes
Doberman,Large,Female,10.0,41.0,,Active,Wet_food,Blue_Buffalo,3.0,Yes,Yes,No,11.0,3.0,Moderate,3.0,48.0,Yes,No
Yorkshire_Terrier,Small,Female,9.0,53.0,Neutered,,Hard_food,Pedigree,,Yes,Yes,No,10.0,0.0,Active,3.0,57.0,Yes,No
German_Shepherd,Large,Female,9.0,28.0,Spayed,Active,Home_cooked,Special,2.0,Yes,No,No,10.0,2.0,Moderate,4.0,87.0,,Yes
Yorkshire_Terrier,Small,Male,2.0,43.0,Neutered,Low,Home_cooked,Special,3.0,No,No,No,11.0,2.0,Moderate,2.0,72.0,Yes,Yes
Doberman,Large,Male,2.0,72.0,,Very_Active,Home_cooked,Special,2.0,No,No,No,12.0,2.0,Active,1.0,82.0,Yes,Yes
Dachshund,Small,Female,1.0,82.0,Neutered,Very_Active,Special_diet,Wellness,1.0,Yes,Yes,No,10.0,2.0,,2.0,77.0,,Yes
Golden_Retriever,Large,Female,9.0,43.0,Spayed,Very_Active,Home_cooked,Special,3.0,Yes,No,No,,0.0,Active,2.0,62.0,,Yes
Beagle,Small,Male,8.0,52.0,Neutered,,Wet_food,Royal_Canin,3.0,No,,No,9.0,0.0,,3.0,67.0,Yes,Yes
Bulldog,Medium,Male,6.0,78.0,,Low,Wet_food,Royal_Canin,1.0,Yes,Yes,No,11.0,2.0,Active,1.0,31.0,Yes,No
Yorkshire_Terrier,Small,Female,7.0,,Neutered,Active,Special_diet,Hills_Science,3.0,Yes,No,No,14.0,2.0,Very_Active,2.0,64.0,Yes,Yes
Golden_Retriever,Large,Female,11.0,39.0,Neutered,,Special_diet,Royal_Canin,3.0,No,No,No,9.0,2.0,Active,2.0,70.0,Yes,Yes
Siberian_Husky,Medium,Male,1.0,28.0,,Moderate,Hard_food,Blue_Buffalo,5.0,No,Yes,No,12.0,3.0,Very_Active,2.0,71.0,Yes,No
Bulldog,Medium,Male,9.0,21.0,,Active,Home_cooked,Special,4.0,No,No,No,12.0,2.0,Moderate,0.0,73.0,Yes,
Rottweiler,Large,,1.0,49.0,Spayed,Active,Special_diet,Royal_Canin,,No,,No,13.0,2.0,Moderate,1.0,53.0,Yes,Yes
Chihuahua,Small,Male,7.0,38.0,Spayed,,Special_diet,Hills_Science,3.0,Yes,Yes,No,11.0,1.0,Moderate,1.0,,Yes,Yes
Golden_Retriever,Large,Male,4.0,73.0,,Moderate,Home_cooked,Special,2.0,Yes,No,No,12.0,,Low,3.0,70.0,Yes,Yes
Siberian_Husky,Medium,Female,5.0,41.0,,Low,Wet_food,Wellness,3.0,Yes,No,,12.0,2.0,Very_Active,1.0,68.0,Yes,Yes
Doberman,Large,Male,8.0,36.0,Neutered,Very_Active,Special_diet,Nutro,3.0,Yes,,Yes,11.0,2.0,,2.0,69.0,Yes,Yes
Rottweiler,Large,Female,4.0,52.0,,Low,Home_cooked,Special,1.0,,Yes,No,11.0,2.0,Very_Active,3.0,100.0,Yes,
Rottweiler,Large,Male,11.0,53.0,Spayed,Moderate,Hard_food,Royal_Canin,3.0,No,Yes,No,10.0,0.0,Low,0.0,47.0,Yes,No
Siberian_Husky,Medium,Male,7.0,30.0,Spayed,,Wet_food,Wellness,5.0,No,Yes,No,10.0,2.0,,2.0,70.0,Yes,Yes
Yorkshire_Terrier,Small,Male,1.0,54.0,Spayed,,,Wellness,4.0,Yes,Yes,No,12.0,0.0,,0.0,76.0,Yes,No
Bulldog,Medium,Male,6.0,28.0,Neutered,Very_Active,Hard_food,Royal_Canin,1.0,No,Yes,No,12.0,3.0,Moderate,3.0,76.0,Yes,Yes
,Medium,Female,7.0,38.0,Neutered,Low,Special_diet,Nutro,4.0,Yes,No,No,14.0,1.0,,0.0,47.0,Yes,
Great_Dane,Large,Female,2.0,35.0,,Active,Home_cooked,Special,1.0,Yes,No,No,10.0,0.0,Very_Active,2.0,41.0,Yes,Yes
Beagle,Small,Male,4.0,41.0,Neutered,Active,Wet_food,Purina,2.0,No,Yes,No,11.0,3.0,Moderate,4.0,82.0,Yes,Yes
Boxer,Medium,Male,13.0,34.0,Spayed,Low,Home_cooked,Special,1.0,,Yes,No,10.0,3.0,Low,3.0,81.0,Yes,Yes
Golden_Retriever,Large,Male,3.0,36.0,,Very_Active,Home_cooked,Special,3.0,Yes,Yes,No,9.0,2.0,Moderate,3.0,60.0,Yes,Yes
Labrador_Retriever,Large,Female,6.0,55.0,Spayed,Very_Active,Wet_food,Blue_Buffalo,2.0,No,Yes,No,12.0,1.0,Low,0.0,49.0,Yes,Yes
Bulldog,Medium,Male,13.0,45.0,Spayed,Moderate,Wet_food,Blue_Buffalo,1.0,,Yes,No,12.0,2.0,Moderate,,66.0,Yes,No
Labrador_Retriever,Large,Male,7.0,34.0,,Low,Wet_food,Iams,2.0,No,No,No,12.0,2.0,,2.0,57.0,Yes,Yes
Yorkshire_Terrier,Small,,3.0,54.0,Neutered,Moderate,Special_diet,Hills_Science,4.0,Yes,Yes,No,12.0,1.0,,1.0,,Yes,Yes
Bulldog,Medium,,5.0,25.0,Neutered,Low,Wet_food,Pedigree,1.0,Yes,No,No,11.0,0.0,Moderate,1.0,75.0,Yes,Yes
Great_Dane,Large,Female,13.0,42.0,Neutered,Moderate,Wet_food,Nutro,2.0,Yes,Yes,No,9.0,2.0,Very_Active,2.0,85.0,Yes,No
Labrador_Retriever,Large,Male,9.0,48.0,,Active,Home_cooked,Special,1.0,,No,Yes,10.0,0.0,Moderate,2.0,72.0,Yes,Yes
Siberian_Husky,Medium,Male,2.0,28.0,Neutered,Low,Home_cooked,Special,2.0,Yes,Yes,No,13.0,1.0,,1.0,41.0,Yes,Yes
Rottweiler,Large,Female,13.0,61.0,Neutered,Low,Wet_food,Wellness,2.0,Yes,Yes,No,10.0,1.0,,1.0,30.0,Yes,No
