@relation teste_weka

@attribute Breed {Australian_Shepherd,Chihuahua,Siberian_Husky,Boxer,Labrador_Retriever,Bulldog,Rottweiler,German_Shepherd,Poodle,Doberman,Great_Dane,Beagle,Golden_Retriever,Dachshund,Yorkshire_Terrier}
@attribute Breed_Size {Medium,Small,Large}
@attribute Sex {Male,Female}
@attribute Age numeric
@attribute Weight_lbs numeric
@attribute SpayNeuter_Status {Neutered,Spayed}
@attribute Daily_Activity_Level {Active,Very_Active,Moderate,Low}
@attribute Diet {Home_cooked,Wet_food,Special_diet,Hard_food}
@attribute Food_Brand {Wellness,Special,Purina,Iams,Blue_Buffalo,Royal_Canin,Nutro,Pedigree,Hills_Science}
@attribute Daily_Walk_Distance_miles numeric
@attribute Other_Pets_in_Household {No,Yes}
@attribute Medications {Yes,No}
@attribute Seizures {No,Yes}
@attribute Hours_of_Sleep numeric
@attribute Play_Time_hrs numeric
@attribute Owner_Activity_Level {Active,Low,Moderate,Very_Active}
@attribute Annual_Vet_Visits numeric
@attribute Average_Temperature_F numeric
@attribute Synthetic {Yes}
@attribute Healthy {Yes,No}

@data
Chihuahua,Small,Male,12,44,?,Moderate,Home_cooked,Special,5,No,No,No,10,1,Moderate,1,81,Yes,Yes
?,Large,Male,?,?,Neutered,Moderate,Hard_food,Royal_Canin,?,No,No,No,11,2,Active,2,56,Yes,Yes
Golden_Retriever,Large,Male,12,?,Neutered,Low,Wet_food,Hills_Science,1,Yes,Yes,No,11,3,Low,0,74,Yes,No
Poodle,Small,Male,13,10,Spayed,Low,Home_cooked,Special,?,Yes,Yes,No,11,2,Active,0,52,Yes,No
Golden_Retriever,Large,Female,13,37,?,Moderate,Hard_food,Hills_Science,2,No,Yes,No,11,1,Active,?,56,Yes,No
?,Medium,Female,13,52,?,Very_Active,Hard_food,Royal_Canin,2,Yes,No,No,11,0,Active,2,43,Yes,Yes
Boxer,Medium,Female,11,56,Neutered,Very_Active,Home_cooked,Special,0,Yes,Yes,Yes,12,1,Low,2,74,Yes,Yes
?,Medium,Female,13,62,Spayed,?,Special_diet,Hills_Science,1,Yes,Yes,No,11,1,Very_Active,1,70,Yes,Yes
Great_Dane,Large,Male,13,62,Neutered,Active,Wet_food,Iams,1,?,No,No,11,2,Active,0,37,Yes,Yes
Siberian_Husky,Medium,Male,11,43,Neutered,Low,Wet_food,Hills_Science,5,Yes,Yes,?,11,0,Moderate,1,69,Yes,No
German_Shepherd,Large,Female,3,50,?,?,Wet_food,Royal_Canin,?,Yes,No,No,9,1,Low,1,41,Yes,Yes
Labrador_Retriever,Large,Female,10,81,Neutered,Low,Special_diet,Hills_Science,5,Yes,No,No,10,2,Very_Active,1,73,Yes,Yes
German_Shepherd,Large,Male,13,53,?,Active,Home_cooked,Special,?,Yes,?,No,12,1,Very_Active,0,52,Yes,Yes
Yorkshire_Terrier,Small,Female,10,51,Neutered,?,Home_cooked,Special,2,Yes,No,No,11,?,?,2,30,Yes,Yes
German_Shepherd,Large,Female,12,51,?,Low,Home_cooked,Special,1,?,Yes,No,12,2,Low,0,78,Yes,No
Boxer,Medium,Male,6,43,?,Active,Special_diet,Purina,2,Yes,No,No,14,2,?,3,62,Yes,Yes
Siberian_Husky,Medium,Female,13,58,Neutered,Very_Active,Wet_food,Nutro,0,No,No,No,12,2,?,0,57,Yes,Yes
Yorkshire_Terrier,Small,Male,10,71,Spayed,Low,Hard_food,Blue_Buffalo,0,Yes,No,No,14,1,Very_Active,1,42,Yes,Yes
Yorkshire_Terrier,Small,Male,2,52,?,Very_Active,Hard_food,Iams,3,Yes,Yes,No,?,0,?,1,78,Yes,Yes
Australian_Shepherd,Medium,Female,8,42,Neutered,Moderate,Special_diet,Wellness,?,No,Yes,No,12,2,Moderate,2,67,Yes,Yes
Yorkshire_Terrier,Small,Female,4,63,Neutered,Active,Special_diet,Purina,4,No,No,?,12,1,Low,2,63,Yes,Yes
Boxer,Medium,Female,12,42,?,Very_Active,Hard_food,Purina,0,Yes,No,No,11,1,Active,0,47,Yes,No
Boxer,Medium,Female,6,53,?,?,Special_diet,Royal_Canin,4,Yes,Yes,No,11,2,Very_Active,3,?,Yes,Yes
German_Shepherd,Large,Female,?,30,Neutered,Moderate,Wet_food,Hills_Science,2,No,Yes,No,8,2,Very_Active,3,41,Yes,Yes
Doberman,Large,Female,11,46,Neutered,Very_Active,Hard_food,Hills_Science,0,No,Yes,No,14,0,?,3,60,Yes,Yes
Doberman,Large,Female,11,33,Neutered,Moderate,Wet_food,Nutro,0,Yes,Yes,No,11,0,Moderate,2,53,Yes,No
Dachshund,Small,Female,1,34,?,Very_Active,Hard_food,Pedigree,5,No,Yes,No,10,0,Low,0,41,Yes,No
Golden_Retriever,Large,Female,4,35,Neutered,Low,Wet_food,Blue_Buffalo,1,No,No,No,10,3,Very_Active,2,48,Yes,Yes
?,Large,Female,6,63,Neutered,Moderate,Special_diet,Hills_Science,3,Yes,No,No,8,2,Low,0,50,Yes,Yes
Yorkshire_Terrier,Small,Female,9,44,Neutered,Very_Active,Special_diet,Pedigree,4,Yes,Yes,No,12,1,?,0,57,Yes,Yes
German_Shepherd,Large,Male,9,54,Neutered,Very_Active,Home_cooked,Special,2,Yes,No,No,13,2,Active,0,73,Yes,Yes
Boxer,Medium,Female,11,36,Neutered,Active,Home_cooked,Special,5,No,Yes,No,11,2,?,0,60,Yes,Yes
Boxer,Medium,Male,1,92,Neutered,Active,Special_diet,Nutro,2,No,No,No,11,2,Moderate,2,58,Yes,Yes
Labrador_Retriever,Large,Female,?,56,Spayed,Very_Active,Wet_food,Pedigree,2,No,Yes,No,10,1,?,3,61,Yes,Yes
Chihuahua,Small,Female,7,70,Spayed,Active,Special_diet,Wellness,3,No,Yes,No,12,2,Active,1,38,Yes,Yes
Poodle,Small,Male,13,65,Spayed,Moderate,Wet_food,Pedigree,4,Yes,Yes,Yes,13,3,Very_Active,3,?,Yes,No
Beagle,Small,Female,2,25,?,Active,Wet_food,Blue_Buffalo,5,Yes,No,No,12,1,?,1,62,Yes,Yes
Labrador_Retriever,?,Male,11,63,?,Active,Hard_food,Pedigree,1,?,Yes,No,10,3,Moderate,0,70,Yes,No
Rottweiler,Large,Male,9,86,Neutered,Active,Special_diet,?,2,Yes,Yes,No,9,0,Very_Active,2,75,Yes,Yes
Siberian_Husky,Medium,Female,13,27,Spayed,Active,Home_cooked,Special,6,Yes,No,No,10,2,Low,3,52,Yes,Yes
Golden_Retriever,Large,Male,6,?,?,Low,Home_cooked,Special,0,No,Yes,No,12,2,Low,2,68,Yes,No
German_Shepherd,Large,Male,?,45,?,?,Hard_food,Nutro,5,No,Yes,No,12,1,?,2,72,Yes,No
Poodle,Small,Male,13,42,?,?,Special_diet,Wellness,3,Yes,Yes,No,12,1,Active,2,?,Yes,Yes
Australian_Shepherd,Medium,Male,7,50,?,?,Home_cooked,Special,3,Yes,No,No,13,2,Active,2,94,Yes,Yes
Beagle,Small,Female,5,49,?,Active,Hard_food,Pedigree,?,Yes,No,No,9,3,Low,2,90,?,Yes
Poodle,Small,Female,11,10,?,?,Wet_food,Royal_Canin,2,Yes,Yes,No,11,2,Moderate,1,76,Yes,No
Doberman,Large,Male,9,73,Spayed,?,Wet_food,Purina,2,Yes,No,No,10,1,Active,1,52,Yes,Yes
Poodle,Small,Female,7,36,Spayed,Very_Active,Home_cooked,Special,3,Yes,No,No,?,3,?,4,67,Yes,Yes
Rottweiler,Large,Male,5,47,Spayed,Moderate,?,Wellness,3,No,Yes,No,11,1,Moderate,1,50,Yes,Yes
Australian_Shepherd,Medium,Male,12,80,Neutered,Very_Active,Hard_food,Royal_Canin,0,No,Yes,No,10,3,Active,1,48,Yes,Yes
Labrador_Retriever,Large,Male,6,58,?,?,Hard_food,Blue_Buffalo,0,?,Yes,No,12,0,Active,4,78,Yes,No
Yorkshire_Terrier,Small,Female,9,65,?,Active,Home_cooked,Special,3,?,Yes,No,10,2,Active,2,76,Yes,Yes
Doberman,Large,Female,1,33,Neutered,?,Special_diet,Purina,5,Yes,No,No,11,0,Very_Active,3,52,Yes,Yes
Great_Dane,Large,Female,13,60,?,Active,Special_diet,Wellness,1,No,Yes,No,11,1,Moderate,1,75,Yes,Yes
Australian_Shepherd,Medium,?,11,70,Neutered,Very_Active,Home_cooked,Special,2,Yes,Yes,No,11,1,Moderate,1,56,Yes,Yes
Golden_Retriever,Large,Male,5,47,Spayed,Low,Home_cooked,Special,3,?,No,No,8,1,Active,2,84,?,Yes
Boxer,Medium,Female,1,70,Neutered,Low,Home_cooked,Special,1,Yes,No,No,13,3,Very_Active,1,55,Yes,Yes
Great_Dane,Large,Male,11,57,Spayed,Active,Hard_food,Iams,3,No,No,No,11,1,Low,0,57,Yes,Yes
Rottweiler,Large,?,11,61,Neutered,Moderate,Wet_food,Nutro,4,No,No,No,11,2,Moderate,4,66,Yes,Yes
Doberman,Large,Male,7,41,Spayed,Moderate,Wet_food,Purina,3,Yes,Yes,Yes,13,1,Active,0,61,Yes,No
Bulldog,Medium,Male,6,35,Spayed,?,Hard_food,Purina,3,Yes,Yes,No,9,1,Moderate,1,47,Yes,Yes
Rottweiler,Large,Female,5,57,Spayed,?,Hard_food,Blue_Buffalo,2,No,Yes,No,13,1,?,4,84,Yes,Yes
Dachshund,Small,Female,8,35,Spayed,?,Special_diet,Purina,0,No,No,No,12,2,Active,1,77,Yes,Yes
Boxer,Medium,Male,8,85,Neutered,Moderate,Special_diet,Iams,?,Yes,Yes,No,12,3,Low,1,33,?,Yes
Rottweiler,Large,Male,9,40,Neutered,Active,Wet_food,Purina,2,Yes,No,No,11,0,?,0,59,Yes,Yes
Siberian_Husky,Medium,Male,1,35,Spayed,Active,Wet_food,Pedigree,3,Yes,Yes,No,11,2,?,0,60,?,No
Doberman,Large,Female,11,50,?,Moderate,Hard_food,Nutro,5,No,No,No,8,2,Moderate,2,54,Yes,No
Golden_Retriever,Large,Female,4,35,?,Active,Wet_food,Pedigree,3,No,No,No,12,1,Moderate,?,49,Yes,Yes
Rottweiler,Large,Female,9,70,?,Moderate,Home_cooked,Special,2,No,Yes,No,10,2,?,0,81,Yes,No
Siberian_Husky,Medium,Female,3,57,?,Active,Hard_food,Iams,2,No,Yes,No,10,2,Active,1,50,Yes,Yes
Yorkshire_Terrier,Small,Female,?,33,Spayed,Active,Wet_food,Blue_Buffalo,3,Yes,No,No,10,1,?,0,70,Yes,Yes
Boxer,Medium,Male,12,48,Neutered,Moderate,Wet_food,Hills_Science,4,No,No,No,10,2,Low,2,73,Yes,Yes
Golden_Retriever,Large,Male,8,38,Neutered,Active,Wet_food,Hills_Science,5,No,No,No,12,0,Moderate,0,63,Yes,Yes
Boxer,Medium,Female,4,41,?,?,Home_cooked,Special,2,Yes,No,?,9,3,Low,3,38,Yes,Yes
Dachshund,Small,Male,5,44,?,Moderate,Home_cooked,Special,3,No,No,No,8,2,Very_Active,0,76,Yes,Yes
Siberian_Husky,Medium,Male,3,39,Neutered,Active,Special_diet,Hills_Science,2,Yes,No,No,12,3,Low,4,59,Yes,Yes
?,Large,?,3,54,Neutered,?,Hard_food,Wellness,1,Yes,?,No,12,3,Active,2,63,Yes,Yes
Labrador_Retriever,Large,Male,6,33,Spayed,Active,Hard_food,Pedigree,1,No,Yes,Yes,12,0,?,1,78,Yes,Yes
Dachshund,Small,Female,13,55,Neutered,?,Wet_food,Iams,4,No,No,No,11,1,Very_Active,0,63,Yes,No
Labrador_Retriever,Large,Female,4,30,?,Very_Active,Home_cooked,Special,1,Yes,No,No,12,1,Active,?,?,Yes,Yes
Dachshund,Small,Male,?,45,?,Active,Hard_food,Nutro,3,No,No,No,9,2,Low,2,73,Yes,Yes
Siberian_Husky,Medium,Male,13,23,?,Moderate,Special_diet,Royal_Canin,4,Yes,?,No,12,1,Very_Active,2,72,Yes,No
Doberman,Large,Female,1,34,Neutered,?,Home_cooked,Special,3,No,Yes,No,8,2,Active,1,30,Yes,Yes
Chihuahua,Small,Female,2,59,Neutered,Active,Wet_food,Hills_Science,2,Yes,Yes,No,14,1,Very_Active,0,51,Yes,Yes
German_Shepherd,Large,Male,13,52,Spayed,Moderate,Home_cooked,Special,6,No,Yes,No,12,2,?,3,59,Yes,Yes
Labrador_Retriever,Large,Male,7,37,?,Active,Home_cooked,Special,0,No,Yes,No,12,2,Moderate,1,79,Yes,Yes
Rottweiler,Large,Female,1,49,Spayed,?,Hard_food,Royal_Canin,1,Yes,Yes,No,10,0,?,3,64,Yes,No
German_Shepherd,Large,Female,13,70,?,?,Wet_food,Blue_Buffalo,3,No,No,Yes,11,1,?,1,83,Yes,No
Yorkshire_Terrier,Small,Male,12,56,?,Active,Special_diet,Wellness,3,No,Yes,No,10,2,Moderate,0,62,?,No
Doberman,Large,Male,6,37,Neutered,Very_Active,Wet_food,Iams,0,Yes,No,No,13,0,?,3,75,Yes,Yes
Beagle,Small,Male,3,62,Spayed,Low,Special_diet,Pedigree,4,Yes,No,No,13,1,Low,0,54,Yes,Yes
Doberman,Large,Female,2,51,Neutered,Very_Active,Special_diet,Wellness,3,No,Yes,No,9,0,Low,1,95,Yes,Yes
Rottweiler,Large,Male,5,18,Neutered,Very_Active,Hard_food,Royal_Canin,3,No,No,No,11,1,?,1,76,Yes,Yes
Australian_Shepherd,Medium,Male,3,47,Spayed,Low,Home_cooked,Special,5,Yes,Yes,No,10,0,Moderate,2,52,Yes,Yes
Chihuahua,Small,Male,13,63,Spayed,?,Home_cooked,Special,4,Yes,No,No,9,2,Moderate,2,66,Yes,Yes
Beagle,Small,Female,8,55,Neutered,Low,Wet_food,Purina,5,Yes,No,No,12,4,Active,0,72,Yes,Yes
Chihuahua,Small,Male,12,47,Neutered,?,Home_cooked,Special,2,Yes,Yes,No,11,1,Very_Active,?,71,Yes,Yes
Beagle,Small,Male,8,48,Neutered,Moderate,Hard_food,Nutro,5,No,Yes,No,12,2,Very_Active,1,61,Yes,Yes
Beagle,Small,Male,9,28,Neutered,?,Home_cooked,Special,4,No,No,No,10,2,Active,4,45,Yes,Yes
Beagle,Small,Female,1,58,?,Low,Home_cooked,Special,4,Yes,No,No,13,?,Low,1,?,Yes,Yes
Yorkshire_Terrier,Small,Female,12,30,Neutered,Moderate,Wet_food,Hills_Science,5,Yes,No,No,12,1,?,1,?,Yes,Yes
Siberian_Husky,Medium,Female,5,41,Neutered,Moderate,Special_diet,Blue_Buffalo,1,No,No,No,12,2,Active,0,44,Yes,Yes
Dachshund,Small,Female,7,57,?,Moderate,Hard_food,Purina,0,Yes,Yes,No,8,2,Low,4,77,Yes,Yes
Beagle,Small,Female,3,38,?,Very_Active,Home_cooked,Special,2,Yes,Yes,No,9,2,Very_Active,3,76,Yes,Yes
Siberian_Husky,Medium,Female,2,67,Neutered,Active,Wet_food,Iams,0,Yes,Yes,No,9,2,Active,1,85,Yes,Yes
Bulldog,Medium,Male,5,65,Neutered,Moderate,Special_diet,Blue_Buffalo,2,No,No,No,13,1,Low,4,47,Yes,Yes
Bulldog,Medium,Female,1,65,Spayed,Active,Special_diet,Wellness,3,Yes,No,?,11,0,Low,1,66,Yes,Yes
Chihuahua,Small,Female,7,21,?,Active,Home_cooked,Special,3,Yes,No,No,11,2,?,1,52,Yes,Yes
Bulldog,Medium,Female,2,78,Neutered,Moderate,Hard_food,Hills_Science,3,Yes,No,No,9,1,Active,2,69,Yes,Yes
Labrador_Retriever,?,Male,6,57,Spayed,Active,Wet_food,Iams,4,Yes,No,No,12,0,Very_Active,1,78,Yes,Yes
Golden_Retriever,Large,Female,?,27,Neutered,Very_Active,Home_cooked,Special,2,No,Yes,No,12,1,?,1,63,Yes,Yes
Australian_Shepherd,Medium,Male,13,53,Neutered,Very_Active,Hard_food,Blue_Buffalo,3,No,No,No,12,2,Very_Active,4,84,Yes,Yes
Bulldog,Medium,Female,5,36,Neutered,Very_Active,Hard_food,Hills_Science,2,Yes,Yes,No,11,2,?,3,37,Yes,Yes
Labrador_Retriever,Large,?,13,59,Spayed,Low,Home_cooked,Special,4,No,Yes,No,10,2,Very_Active,1,93,Yes,Yes
?,Small,Female,7,53,?,Low,Hard_food,Royal_Canin,0,Yes,Yes,No,11,1,Very_Active,1,75,Yes,No
Poodle,Small,Male,11,27,?,Low,Home_cooked,Special,3,Yes,Yes,No,11,1,Active,0,65,Yes,No
Beagle,Small,Male,8,57,Neutered,?,Hard_food,Wellness,1,No,No,No,9,0,Low,2,67,Yes,Yes
Great_Dane,Large,Male,7,69,?,Moderate,Special_diet,Royal_Canin,?,No,No,No,12,2,?,1,68,Yes,Yes
Boxer,Medium,Male,12,55,Neutered,?,Home_cooked,Special,7,No,Yes,No,11,1,Very_Active,2,71,Yes,Yes
Chihuahua,Small,Female,3,51,Neutered,Active,Special_diet,Royal_Canin,3,No,Yes,No,10,1,Low,2,60,Yes,Yes
Doberman,Large,Male,10,63,?,Moderate,Wet_food,Wellness,2,Yes,Yes,No,9,2,Very_Active,0,85,Yes,No
Siberian_Husky,Medium,Male,3,46,?,Low,Hard_food,Iams,3,Yes,No,No,11,?,Low,1,50,Yes,Yes
German_Shepherd,Large,Female,1,38,?,Low,Hard_food,Royal_Canin,4,No,Yes,No,12,1,Active,0,65,Yes,No
Beagle,Small,Male,9,64,Spayed,Very_Active,Home_cooked,Special,1,No,No,No,10,2,Low,1,59,Yes,Yes
Dachshund,Small,?,6,39,Spayed,Moderate,Special_diet,Nutro,4,Yes,Yes,No,13,1,Active,3,100,Yes,Yes
Yorkshire_Terrier,Small,Female,6,49,?,Moderate,Hard_food,Iams,2,Yes,Yes,No,9,0,Low,2,72,Yes,No
Yorkshire_Terrier,Small,Female,10,70,?,?,Home_cooked,Special,2,No,No,No,12,1,?,1,59,Yes,Yes
Australian_Shepherd,Medium,Male,10,51,Neutered,Active,Hard_food,Purina,2,Yes,Yes,No,11,1,Active,1,79,Yes,Yes
Chihuahua,Small,Female,2,37,?,?,Hard_food,Blue_Buffalo,2,Yes,No,No,10,1,Very_Active,0,66,Yes,No
German_Shepherd,Large,Male,9,59,Spayed,?,Wet_food,Hills_Science,1,No,Yes,No,12,1,Moderate,0,56,Yes,No
Boxer,Medium,Female,5,47,Spayed,Moderate,Special_diet,Pedigree,2,Yes,Yes,No,10,2,?,2,46,Yes,Yes
Great_Dane,Large,Male,3,57,Spayed,?,Wet_food,Hills_Science,1,No,No,Yes,13,4,Active,4,75,Yes,Yes
Siberian_Husky,Medium,Male,12,67,Neutered,Low,Special_diet,Wellness,2,No,No,No,9,1,Very_Active,1,66,Yes,Yes
Bulldog,Medium,Male,13,40,?,Active,Special_diet,Wellness,4,No,No,No,9,0,Very_Active,2,71,Yes,Yes
Boxer,Medium,Male,5,44,Neutered,Active,Home_cooked,Special,3,Yes,Yes,No,10,3,?,0,61,?,Yes
Poodle,Small,Female,13,58,Neutered,Active,Wet_food,Wellness,3,No,Yes,No,13,1,Very_Active,1,52,Yes,Yes
Doberman,Large,Female,3,66,Neutered,?,Home_cooked,Special,1,No,No,No,13,1,Active,?,50,Yes,Yes
Poodle,Small,Female,12,49,Spayed,Low,Home_cooked,Special,4,Yes,Yes,No,11,1,Moderate,1,51,Yes,Yes
Great_Dane,Large,Female,13,33,Spayed,Active,Special_diet,Nutro,1,Yes,Yes,No,10,2,Moderate,1,94,Yes,Yes
Siberian_Husky,Medium,Male,8,43,?,Low,Wet_food,Purina,4,Yes,Yes,No,12,1,Very_Active,0,54,Yes,No
Labrador_Retriever,Large,Male,?,30,?,Very_Active,Hard_food,Purina,4,Yes,No,?,12,4,Low,4,90,Yes,Yes
Dachshund,Small,Male,8,39,Neutered,Low,Hard_food,Wellness,2,Yes,Yes,Yes,12,1,Low,4,58,Yes,No
Golden_Retriever,Large,Female,1,66,Neutered,Low,Hard_food,Pedigree,4,No,Yes,No,10,2,?,1,36,Yes,No
Golden_Retriever,Large,Female,5,37,Neutered,Very_Active,?,?,3,Yes,Yes,Yes,10,2,Moderate,0,61,Yes,No
Siberian_Husky,Medium,Female,12,71,Neutered,Low,Special_diet,Iams,6,No,No,No,11,4,Moderate,1,65,Yes,Yes
Golden_Retriever,Large,Female,10,48,?,Low,Special_diet,Blue_Buffalo,1,No,No,No,11,1,Low,0,80,Yes,No
Chihuahua,Small,Male,3,47,?,Active,Hard_food,Blue_Buffalo,2,Yes,No,No,13,3,Moderate,4,66,Yes,Yes
Bulldog,Medium,Male,5,46,Spayed,Low,Special_diet,Blue_Buffalo,?,No,No,No,12,2,Low,1,73,Yes,Yes
Dachshund,?,Female,11,35,?,Low,Home_cooked,Special,1,Yes,No,No,10,0,Active,0,36,Yes,Yes
Australian_Shepherd,Medium,Male,7,62,Spayed,Active,Home_cooked,Special,2,Yes,Yes,Yes,11,1,Low,1,42,Yes,Yes
Beagle,Small,Male,7,63,Spayed,Very_Active,Home_cooked,Special,2,No,?,No,12,2,Active,1,59,Yes,Yes
Labrador_Retriever,Large,Male,6,40,Neutered,?,Wet_food,Hills_Science,?,No,No,No,11,4,Moderate,0,80,Yes,Yes
Siberian_Husky,Medium,Male,4,33,Neutered,Low,Home_cooked,Special,3,No,Yes,No,12,1,Active,1,56,Yes,Yes
Australian_Shepherd,Medium,Male,10,50,Spayed,Low,Hard_food,Blue_Buffalo,1,No,Yes,No,10,1,Low,1,72,Yes,No
Poodle,Small,Female,1,38,?,Active,Wet_food,Iams,3,No,No,No,11,3,Moderate,2,89,Yes,Yes
Doberman,Large,Female,1,40,Neutered,Active,Home_cooked,Special,3,No,Yes,No,12,1,?,0,53,Yes,Yes
Doberman,Large,Female,10,53,Spayed,Very_Active,Special_diet,Pedigree,2,Yes,No,No,11,1,Active,4,56,Yes,Yes
Labrador_Retriever,Large,Male,9,39,Neutered,Very_Active,Special_diet,Wellness,3,No,No,No,10,2,Moderate,4,50,Yes,Yes
Labrador_Retriever,Large,Female,4,77,?,Very_Active,Home_cooked,Special,7,No,Yes,No,11,0,Very_Active,2,48,Yes,Yes
Golden_Retriever,Large,Male,10,72,Neutered,Very_Active,Special_diet,Pedigree,2,No,Yes,No,10,0,Active,0,80,Yes,Yes
Bulldog,Medium,Female,4,46,Spayed,Low,Home_cooked,Special,5,No,No,No,11,2,Moderate,3,52,Yes,Yes
Siberian_Husky,Medium,Female,12,28,?,Active,Home_cooked,Special,3,No,Yes,No,12,2,Very_Active,2,59,Yes,Yes
Beagle,Small,Female,12,55,Spayed,Active,Wet_food,Nutro,3,Yes,Yes,No,11,2,Very_Active,?,69,Yes,No
Bulldog,Medium,Female,1,64,Spayed,Moderate,Hard_food,Royal_Canin,?,No,No,No,14,2,Low,1,63,Yes,Yes
Australian_Shepherd,Medium,?,9,59,Spayed,Low,Special_diet,Blue_Buffalo,3,No,No,No,10,1,Very_Active,0,52,Yes,Yes
Golden_Retriever,Large,Male,2,46,Neutered,?,Special_diet,?,4,Yes,Yes,No,9,3,Low,0,66,Yes,Yes
Bulldog,Medium,Female,11,60,?,Very_Active,Hard_food,Royal_Canin,1,Yes,Yes,No,10,1,Low,1,76,Yes,No
Great_Dane,Large,Female,7,44,?,Low,Hard_food,Royal_Canin,4,Yes,No,No,12,4,Very_Active,1,54,Yes,Yes
Great_Dane,Large,Female,12,33,?,Active,Hard_food,Wellness,3,No,?,No,9,3,Very_Active,4,40,Yes,Yes
Poodle,Small,Male,13,63,Spayed,Moderate,Wet_food,Blue_Buffalo,5,Yes,Yes,No,13,0,Active,3,72,Yes,No
Labrador_Retriever,Large,Female,2,63,Neutered,Low,Home_cooked,Special,0,No,Yes,No,10,1,Active,1,60,Yes,Yes
Chihuahua,Small,Female,2,32,Spayed,Active,Wet_food,Wellness,3,No,Yes,No,11,0,Moderate,2,86,Yes,Yes
Siberian_Husky,Medium,Male,9,46,Neutered,Active,Hard_food,Royal_Canin,0,Yes,No,No,10,2,Active,1,?,Yes,Yes
Poodle,Small,Male,3,54,?,Active,Hard_food,Blue_Buffalo,2,No,No,No,10,2,Very_Active,0,30,Yes,Yes
Rottweiler,Large,Male,13,64,?,?,Hard_food,Royal_Canin,?,Yes,Yes,No,11,1,Moderate,2,71,Yes,No
Dachshund,Small,Female,8,59,?,Low,Wet_food,Iams,3,No,Yes,Yes,11,1,Low,3,95,Yes,No
Golden_Retriever,Large,Male,9,13,Spayed,Low,Wet_food,Nutro,0,No,No,No,11,0,Low,2,48,Yes,No
German_Shepherd,Large,Female,4,60,Neutered,Very_Active,Special_diet,Pedigree,3,Yes,No,No,14,2,Very_Active,0,50,Yes,Yes
Poodle,Small,Female,9,58,?,Moderate,Wet_food,Hills_Science,3,Yes,No,No,13,3,Moderate,1,54,Yes,No
Beagle,Small,Male,2,45,?,Very_Active,Home_cooked,Special,1,Yes,Yes,No,10,0,Very_Active,1,50,Yes,Yes
German_Shepherd,Large,Male,5,58,Neutered,Active,?,Special,5,?,Yes,No,11,1,Moderate,1,68,Yes,Yes
German_Shepherd,Large,Female,11,72,?,Very_Active,Wet_food,Blue_Buffalo,2,No,No,?,11,1,Moderate,1,55,Yes,Yes
Rottweiler,Large,Female,9,37,Spayed,Very_Active,Hard_food,Iams,2,No,No,No,13,0,Active,1,59,Yes,Yes
Bulldog,Medium,Female,12,44,?,?,Hard_food,Wellness,3,Yes,Yes,No,9,0,?,2,43,Yes,No
Yorkshire_Terrier,Small,Female,9,46,Spayed,Very_Active,Special_diet,Wellness,2,Yes,Yes,No,13,3,Very_Active,0,56,Yes,Yes
Bulldog,Medium,Male,9,59,Neutered,Very_Active,Wet_food,Royal_Canin,0,No,Yes,No,10,1,Moderate,3,70,Yes,Yes
?,Medium,Female,13,37,Spayed,Very_Active,Wet_food,Nutro,3,No,Yes,No,11,2,?,1,70,Yes,Yes
Beagle,Small,Male,5,42,?,?,Wet_food,Pedigree,0,Yes,No,No,9,1,Very_Active,4,84,Yes,Yes
Australian_Shepherd,Medium,Female,11,73,Spayed,Active,Wet_food,Wellness,4,Yes,No,No,10,2,Moderate,1,44,Yes,Yes
Dachshund,Small,Male,1,30,?,?,Home_cooked,Special,2,Yes,No,No,12,1,Very_Active,0,41,Yes,No
Golden_Retriever,Large,Female,8,44,Neutered,Very_Active,Wet_food,Nutro,3,Yes,Yes,No,12,?,Low,1,44,Yes,Yes
Beagle,Small,Female,13,50,Spayed,Low,Hard_food,Royal_Canin,5,Yes,Yes,No,9,3,Low,0,51,Yes,No
Bulldog,Medium,Female,8,14,?,?,Home_cooked,Special,0,Yes,No,No,10,1,Moderate,1,63,Yes,Yes
Yorkshire_Terrier,Small,Female,8,50,Spayed,Moderate,Hard_food,Wellness,2,Yes,No,No,10,3,Moderate,3,66,Yes,Yes
Rottweiler,Large,Male,?,51,Spayed,Low,Home_cooked,Special,3,No,Yes,No,12,2,Active,4,78,Yes,Yes
Siberian_Husky,Medium,Female,4,57,?,Moderate,Special_diet,Wellness,2,Yes,No,No,14,1,Very_Active,1,71,Yes,Yes
Labrador_Retriever,Large,Male,4,60,Spayed,Very_Active,Home_cooked,Special,5,Yes,No,No,8,3,Very_Active,2,72,Yes,Yes
Chihuahua,Small,Male,8,36,?,Very_Active,Home_cooked,Special,3,Yes,No,No,13,1,Low,1,44,Yes,Yes
Great_Dane,Large,Male,11,31,Spayed,Moderate,Special_diet,Hills_Science,3,Yes,No,No,8,3,Moderate,0,59,Yes,Yes
Rottweiler,Large,Male,6,47,Spayed,Low,Wet_food,Blue_Buffalo,1,Yes,No,No,13,0,Moderate,3,91,Yes,Yes
Great_Dane,Large,Female,3,33,Neutered,Low,Home_cooked,Special,2,Yes,Yes,No,12,1,Moderate,1,52,Yes,Yes
Siberian_Husky,Medium,Male,4,60,Neutered,Moderate,Wet_food,Nutro,1,Yes,Yes,?,12,1,Very_Active,2,54,Yes,Yes
